Wall time,Step,Value
1514222205.4138534,1,2.8247575759887695
1514222208.3637125,101,2.228820562362671
1514222211.2816322,201,1.7477436065673828
1514222214.1685655,301,1.774458885192871
1514222216.9933875,401,1.280393362045288
1514222219.7868724,501,0.8949061632156372
1514222222.8568954,601,0.8252094984054565
1514222225.811444,701,0.955385684967041
1514222228.7253778,801,0.8781722784042358
1514222231.5626667,901,0.8727325201034546
1514222234.5822625,1001,0.7408913969993591
1514222237.5687916,1101,1.3935039043426514
1514222240.424174,1201,0.8117033243179321
1514222243.2565818,1301,0.4498295783996582
1514222246.1912518,1401,1.1293126344680786
1514222248.9933486,1501,0.6742743253707886
1514222251.831219,1601,0.47068172693252563
1514222254.8974197,1701,0.941286563873291
1514222257.7823696,1801,1.1664581298828125
1514222260.617142,1901,0.6513336896896362
1514222263.6640348,2001,0.5412072539329529
1514222266.6116478,2101,0.49114859104156494
1514222269.4085,2201,0.5066629648208618
1514222272.3633637,2301,0.45981547236442566
1514222275.1124947,2401,0.5104517936706543
1514222278.1147006,2501,0.41262465715408325
1514222280.9475539,2601,0.8673301935195923
1514222283.8193653,2701,0.7310705184936523
1514222286.7458863,2801,0.8762449026107788
1514222289.5759318,2901,0.6156436204910278
1514222292.457177,3001,0.6880139112472534
1514222295.4799075,3101,0.46748846769332886
1514222298.3121512,3201,0.6391603946685791
1514222301.1471245,3301,0.6529877185821533
1514222304.118998,3401,0.3768213093280792
1514222306.9049683,3501,0.6531720161437988
1514222309.8450532,3601,0.8893991112709045
1514222312.8086214,3701,0.5437384247779846
1514222315.5969665,3801,0.6776520013809204
1514222318.6147566,3901,0.3761749267578125
1514222321.4988096,4001,0.41872572898864746
1514222324.4393077,4101,0.4694570302963257
1514222327.3533645,4201,0.6273974776268005
1514222330.5239122,4301,0.4373888373374939
1514222333.2632203,4401,0.37229353189468384
1514222336.060385,4501,0.4921715557575226
1514222338.9775085,4601,0.3357357978820801
1514222341.8481777,4701,0.43590956926345825
1514222344.6643414,4801,0.7113422751426697
1514222347.649747,4901,0.37820202112197876
1514222350.6707585,5001,0.28195273876190186
1514222353.5698538,5101,0.4507121741771698
1514222356.470711,5201,0.6710572242736816
1514222359.1581948,5301,0.328291118144989
1514222362.0854876,5401,0.6203926205635071
1514222364.9776995,5501,0.4129922389984131
1514222367.829121,5601,0.5909544229507446
1514222370.6647756,5701,0.3570173978805542
1514222373.6053016,5801,0.29364293813705444
1514222376.4692895,5901,0.4429396390914917
1514222379.271167,6001,1.0520099401474
1514222382.0552604,6101,0.4222717881202698
1514222384.958359,6201,0.494763046503067
1514222387.7081094,6301,0.30747276544570923
1514222390.4563909,6401,0.36539193987846375
1514222393.3619342,6501,0.19712616503238678
1514222396.0631838,6601,0.26822686195373535
1514222398.9342196,6701,0.12954147160053253
1514222401.863956,6801,0.4893513321876526
1514222404.723516,6901,0.40886640548706055
1514222407.584418,7001,0.28522998094558716
1514222410.4760442,7101,0.2761951684951782
1514222413.4468184,7201,0.2741767168045044
1514222416.2322268,7301,0.37031853199005127
1514222419.1346662,7401,0.11325366050004959
1514222421.8543673,7501,0.32669270038604736
1514222424.924346,7601,0.29566067457199097
1514222427.9604113,7701,0.5173794627189636
1514222430.9860327,7801,0.18632543087005615
1514222433.960632,7901,0.26113593578338623
1514222436.7864363,8001,0.46841973066329956
1514222439.7654166,8101,0.4377657473087311
1514222442.6690252,8201,0.21637453138828278
1514222445.450058,8301,0.40962493419647217
1514222448.2182612,8401,0.38526782393455505
1514222451.2150662,8501,0.17029157280921936
1514222454.1072817,8601,0.26493871212005615
1514222456.8735347,8701,0.2045532912015915
1514222459.699349,8801,0.21581877768039703
1514222462.6450832,8901,0.6397812366485596
1514222465.3303838,9001,0.21403342485427856
1514222468.2435212,9101,0.30724960565567017
1514222471.2809908,9201,0.270041823387146
1514222474.0514078,9301,0.2971985936164856
1514222476.937331,9401,0.3993557393550873
1514222479.778193,9501,0.5366246104240417
1514222482.629892,9601,0.2622242569923401
1514222485.5681286,9701,0.7085043787956238
1514222488.4172778,9801,0.504746675491333
1514222491.4356883,9901,0.2547459006309509
1514222494.2215133,10001,0.22274914383888245
1514222497.1105509,10101,0.24325180053710938
1514222499.9262524,10201,0.08301396667957306
1514222502.8285472,10301,0.22788822650909424
1514222505.5680356,10401,0.13139866292476654
1514222508.4647977,10501,0.21001966297626495
1514222511.297642,10601,0.31185686588287354
1514222514.3721428,10701,0.43351224064826965
1514222517.1394973,10801,0.2513576149940491
1514222519.9573648,10901,0.21188302338123322
1514222522.934879,11001,0.5290861129760742
1514222525.6427896,11101,0.14413531124591827
1514222528.4130538,11201,0.2719917595386505
1514222531.2854834,11301,0.3146713376045227
1514222534.3029528,11401,0.30283278226852417
1514222537.2840426,11501,0.28736943006515503
1514222540.1904864,11601,0.2727130651473999
1514222543.1031668,11701,0.2764679789543152
1514222545.9572823,11801,0.08902047574520111
1514222548.7093458,11901,0.2484065443277359
1514222551.559173,12001,0.17750540375709534
1514222554.4005911,12101,0.2550378441810608
1514222557.219238,12201,0.1108105331659317
1514222560.086369,12301,0.05951171740889549
1514222563.1189518,12401,0.27198222279548645
1514222566.0208917,12501,0.07853098213672638
1514222569.087289,12601,0.23169037699699402
1514222571.9454236,12701,0.24622604250907898
1514222574.8440876,12801,0.2791242003440857
1514222578.0143783,12901,0.10054969042539597
1514222580.7686236,13001,0.43015584349632263
1514222583.649356,13101,0.15098083019256592
1514222586.6373062,13201,0.31526613235473633
1514222589.4900937,13301,0.05907542631030083
1514222592.286781,13401,0.2738856077194214
1514222595.0258105,13501,0.110296830534935
1514222597.9803333,13601,0.042092107236385345
1514222600.9287364,13701,0.5648346543312073
1514222603.7313151,13801,0.07897870242595673
1514222606.7655704,13901,0.23929035663604736
1514222609.7160041,14001,0.24196955561637878
1514222612.2910123,14101,0.03315982222557068
1514222615.2238586,14201,0.1627095490694046
1514222618.194596,14301,0.22693970799446106
1514222621.1685123,14401,0.01991092599928379
1514222623.68811,14501,0.21849456429481506
1514222626.6154742,14601,0.13025686144828796
1514222629.5070984,14701,0.026268770918250084
1514222632.3882358,14801,0.43948280811309814
1514222635.3040354,14901,0.261817991733551
1514222638.1755755,15001,0.15909118950366974
1514222641.1292276,15101,0.49715813994407654
1514222644.1316938,15201,0.11988566070795059
1514222647.1207323,15301,0.20796333253383636
1514222650.139933,15401,0.09468168020248413
1514222652.9594793,15501,0.21020133793354034
1514222655.9619162,15601,0.1937127262353897
1514222658.834927,15701,0.11484906077384949
1514222661.8674555,15801,0.23553915321826935
1514222664.7522817,15901,0.05903850495815277
1514222667.6705275,16001,0.12910223007202148
1514222670.5546327,16101,0.0729353278875351
1514222673.2566535,16201,0.335149347782135
1514222676.0916195,16301,0.019613048061728477
1514222679.1454833,16401,0.2174447774887085
1514222682.0629048,16501,0.28680044412612915
1514222684.9523745,16601,0.18080377578735352
1514222687.8214643,16701,0.12612736225128174
